Open Transactions (hashed),Last Block Hash,Proof,Target (0000)
f4686e45df3caeec8f1e70b429fdcdf59ba036972337f29e40af1563c45c0bc9,103b002e677602fbf2b66bce7ec4fe552fd56b264d8518e84faf1182d0b6861c,234722,000040a1de272eb1c520859041703ab5ffba0d4e4f11d87b5e800c26a3ecf83c
4c027da96d87a964cbe1567ab8cb7c992f51259969b79c77e65954800e5e4cd0,3ab98b1d538760a3bc30a8cb8b96b581376b57c8a4828ce787a094d404485960,26312,0000b2b8dc4e35e0fd1e5e1863d87eafd83950e58423f1a41dddce9f4b255bcb
2de1665bfb61fb4a2d9a153e204d8d4f3897d52d0b480df4ffba822db89546ee,b2852144df128bbfb6904ed219079b9fb445180db8acaecec185dbc97fc02d78,50365,0000b32ab7583a63138a2cdcb5a930b02c78e8752ff2034644ef65f52b64ffcb
642ef02e52689b56f5664493732ecafa479aee38d9700b2966037196dfd3a7e6,244fa40d1857e51c61d722e55b6ff10d413a3996154bad900307a3488125b83b,12614,00006538e148f6751419c9434bfe26378c8fd9889f1d14df25881b36d987b748
e844780d2ab10edc1ae4a5e1ea1225145f0c96124c4054f6ce76b61bc77fe5e4,f5f99346bc79aec25c5ad6ef014ec89a77594a184bf2895b1dbffb8cc7feab83,3676,00006eff090424bb15aef7bff0538f04abae6b828d995790243a159fa6bc93ea
9d76ccd1c927d3dc032aff5f723adbed0fd07650e5e081c55c24e651b460c9a7,61526a28dc0039d44fdcfd2e4396c9ac56820ccedafe8edf630606d2f678faec,156830,0000b8b16121d9f406dab746924e8acae1e70ad746f1429e0748538f872c266c
ed78bea465f7c3e37df01847a7aef35ebb87693915851883543296bf45ac6105,d160e51d5c11066073d01efe7805199021b5cdbe9788b50e842d2961c9acd8b2,2964,00007bff5f8a12aa76823059edc7c01602ec6f2d1408c00efce0196d4beacaeb
088159b26834db6a703eda641692d5bd1107d052b89716abe520933158100ad7,6cc0a47d965fc5c808ce2925bde8a8eef9827a7a2105b75088c9857f4d7aa047,1196,0000addc3892c764326db03bff6d3645039ca7611daf993d0300c28b4d7661e4
61f072f5d748ee12c2335bfc971b7e5da62039d80fbe2cc70dab07766d524074,73eec3c826d7453241434fe619c5ac54ee57d66334fb29ffb0beecc37d2d3bf9,94737,00007673d3fd8866902fc7bcd40e0beaa366908bd6648859dac32fb69cffec8c
f0c137490d2487c95a84461aeba9374856555b2c00a23d6fe4642d5679c51a7f,323673e492e03b8b1025b441c7537d16cc36b44910efdcd0d99501e96c3bf418,36094,0000b2318a02a5178908b096c89ac6b6dfed28a5063dcbe3a4c6091e55c1c55e
37d05ed353108b0974e5e41fd971c9e4cd83c9b07f59462c5a67a810819f5de1,91386e4b306d337b5faab3118d98d14bfab1ed255dd8fae73b0a282ac1f3dc4f,3126,00008b119c9c156bd819fb14b73a3112579a713b8fed9fe2cd49757e5e3119b2
4095e521ae85e639b9eceff5aca8c1ed15f29868b2797d3e0e77528c3ded5f70,db2897f29d16510b7e7374e48b64ff71f915801ee8a85ea23702528fc317a691,71122,0000265aa32a98803731285c86a292a9012b9558589713e2d445563b15374354
ec2953d12efd225d87ef1d4925779c006ad17b3b8f4d0c92b91aca8b3ca3b4b8,c175e3f7bd92d2d1c4356a6858ae2a48b4edc06e413ff5f268b334b887482a62,114743,00006ef9bbb3f96db7e713aa1dd3a3ffd209430ea1140d289e539946c35eb474
b8a1350d82ddfa5567734e79468bc2798c067b578ac9965e5fb6e4f861addba4,221730ff86b5ed1b76f1b750e60769d43dbc618ef4d58f837c973bc791d6006b,54661,00009f5ab5b6b4b0e28c2a382ec726e42c2c39c3616e10729e420e98c982d3fa
5f5903d496ee4ef991d4a7ee3fc26264a9bef5fca09cd392af275d51dacedc90,945d033741e02bf3b896704ee4fcc64e62eb77afc39360fa459656dd161392f1,38452,0000fc8640cfa590d9663d1d3a7bc500a19228a3e84311e1820d2a2ffe40ad23
2e4d612a8cf227016d6e294c2d337d85f0e9e8e424453442394e3a02497d5450,fca0ad0eaa889db3b7fb384e305fa286e7aad557fff3a767758ed02b879cca95,102357,00003b4356f3ca58666835f8866d36777d5f091277c7b65a790a5545360dca6a
d2a58434b76122fd556c3f7c5d0353c6dc9c19edc277f1e89f7a4f089539f0e9,83eea32b1a3641bfb10b8078393a7416662e789ee96fcc0ee90283c58995c6d0,1482,0000ab37de4c2b3bd7a44ca8ce95ccbc6685c97b901c81590aa2186703f2b6d0
1142b7a803ac65f945ff22c6c3f609a716ad0aaca161ebdd46d2328b36595227,dc04af16960e2df8234ddf2e55b8bd680c6d1e04996cf1b380c361b5f63deb3c,4434,00001abf04d9030330c21f2ca21dfe83f92e64bda7b4f0e2a3ac8e4991836c6c
f31ef27108e4202c5dd569269cf1d1e5f63881870c598348775e35902b709ef4,676bcd91dbf64d7e2f0a9a4025ef607bd8423628a46a605299a5e3664f2e9f1f,17235,00003dc8e7892a89b1c12b7e74c5c59a70e88f0968a638c0302f9502a281b03a
9b51177866460bf5ecdca64933536beec2311c43d0f97bc149fa215abd313590,d79ea91499801d89a6a5f647b12e11f224e86356dcff594be8631c0b3366a03c,15957,0000a04e94d017412ccf2191b83878ff444f1a3ab073cec7cfcedfbace41a1ef
d51c9da742fdc7c3213194723072f0e86a0b2c8c84e85e71ddcc58e4ad42c570,08656c6efe17336f2931db41c4869643613b4ea265eae3244c4de993d2e0c385,16278,000035931b6ac45e00584d00bcaa285bf81fea5a8917cec4a0af3435862ef43a
4d8a3db0d7b5dc5266ac35cbe1d8e9ad151e413e920fb3404907d6d4bf0f9e44,30e8f44b71a6e55f9bd4529c196fd11409a55f4f79f61a7cb7348b662c1f690c,10869,0000b5d5c9b9b83f22babc606cec9af8710dc95f68781747d9fa9ff0bc28766d
8674080b4d1efc04117e4675d6406cf739f41e5994aa88c0b4c0b3f0d8f15735,2d3ca1e266600d5b06f58e30fe0922e8a1469dbad4a76b0950566e484f1a6c17,212178,00006c60458932a6e9930918699bac6eb05d4f64f0646d40482d47227ddeb7b2
da31ae86e85e53d44549e4f1d7ce72276970b1dbbf90d188e97998afd3e2bec2,1aaff471ce78dde3859061909c27b844a6baff3d5a2713ec87d1e7dc559aebad,22158,0000cef16b3d95744b2f0c4945c2c3569c9a0cfe095407527c2ae5d43e494efd
8414d6bb77f031fc37bc69aa7e187bb9e84c21c808c7f7eeaa06b0dce3cb82bc,75a0dfc81a5a48d4827e1fa1658077b63c7f93b241b7f96bee450536219a8c0b,125287,000054b65fe7e829bd80bcb0e1fb910644a0cc056e97d7336f49583dafa108ce
1cb8ce46cc1b5976d79b38e15568a63b68fad2a1e62bf6700b08af0c6ee7648d,1c37db3f979d3f2d3acde7250d265849912fdff75b7d228fbe464e9c1b53f743,51970,000055df227eb007f2ac13c7dfe827b347ec800ff54d9ff65f5c7ed56928134e
6b8fa7d0fffce6fc8528e06c5b8bc1250f517573c23d8d9d3a52b102a103dc93,f5bf6a652f9ce7bde43d6ab090d432c6025bfa7884bb2ab1400cbea24c25bac4,122484,000074199e3b37f8545f6e1b71f6f8ce379059be62873df749f0ce8228626aa5
b7b3464511d3da1c9b9ff904eaa8a0d99ba554cfca86e67e5ea409ca67183001,93c940422b2db39f92f22d5898235580b387b351be1f5762ced7925e6b17091e,1443,0000a3e5bf413bdb9486800bfb049abaf0fa5e1e60a9f22af39b87084ed1972f
d7da95ab01fd9dd1038b54223d290d14e443e07d08102121425c9ebd791952ed,0ab1544b415926adde192dfef15cd974ddff50f9f88a83280e400232689a6433,27553,00004a3b7e6d9df268fb224f1cbe701b75874ff0f5e18a018743c41a9717f2a7
bc53d1c072e0e061e5cea4d401d0731030a0bfa2824be789da5687bba0c8eea9,a48960d3304753171e9f2366f29310869f3e5a179db022b27f84865ae6e56abf,3757,00003dce620e80dc067eacc318a047a5ef9aca75caec1eb1ff9fa0d24086cf98
6ad5421a0ef111779d5e1ea8699b91859844ed7552f0441f3d1c3ffe4606e304,57efc2222dd9ab37439c51b64ef8f6a6e6fa18b75296b79af10db42282788a7f,26487,0000f3873fd6c4868cfb6d66b56a3113534f268bb6c48081aed9bf30bdbd9835
76903b1f66853f46f797b1f9de8b199adf2ee2fd0caf1672251bddf1fab9b157,ef95ffcda373755d1dca464d392a681dea36134d6bec170cea31f8e5702bae0e,68982,00009bd7b3388a906adaebc0d8197b37cc6fa050708cc82dddba3262042a07a4
2330634db2daf6a828696204404718118822f4442046b77dc12dff75beae15e1,3cffc07eeeee7e05169445e1158b0caec39d09afb65b9018c1235d1b2c97a93d,23068,00003ac4888544cb0e7d53d7f7a33e43eea58ca4c1a59d942996a4e182e3bf68
753a406cad57590d18043e68cf9f2e5a146d96569e11d459c783147050bf37b7,6acd76b09f0d65562dcd7dd25210b59d6855d5caf54296f214a7a46ba4912c2b,66745,000017f113adcc77fb8de14ade969946d880bbc06bbd74dc453308de9e718ba2
b5f51927c315bc8297cafc77e02fca2fd933443cf97f513c54e6aad1fc8fbf4e,008cf28dac83d574cf820a0e8f45b337c6047e6039be79966bf46036252996b2,70516,0000c887a32f16021d5b72cebcb6d28b702fd1d9076c85de107bddf13db8e10e
5bc98642369f20704a4d203ea29a9be771725b28f8eae34ede3d71b66b2a7d66,d1b59da6f7467df457b3ca9810064451322263063d2abb5e905bde0f1b65da15,60340,0000e1f765cb7cffb903ada9784910d7850ab296225256c95146c8b5c2591f85
3efb16c68cf711c1887ed4632c8e6dda5ec311293ebd36d60b3f4e0825d437a0,e9fccfb055e22238b88aa118164176a5cbecebfd13260781f7ff417958515fbd,65527,0000eb01f1db0b4cc6dfc0f03cfef273b64d2322164e067f0794c6b8f073a373
f6960212fe80761ea4fe5dc48814f874c29c9bba1e08ca5d0ac6621047199234,c790194d30cc88fb2b446ebd5d03122858bbd7e2cba226a94922a228e6b32231,39746,00002a2ebee95b72e5462d6fbcac418f59464412572f94bee142a3097dc48c09
eb8c94a345bc011ba61919bca1fc8589cabaeebae7578a4c4d215c0a4f2f714d,2ffb406b69fb7ac0cffed2863fd484eeb22cb0de97560318fcc8197c954b0fec,42415,0000a31d602ef1e7dec126618680630b86d0e9f0e35305e6cb919e7288e381b2
589573b5cfd10e264c4274072c7432e5b19edb25c964f0590c161f226e0ee13d,da88a3a49ea7154bdf3bac059bde40599bca861ba4c0734f3ff2cfa4e1c8267a,200078,000029a5a064ca809d42a3112f80fd83c442de6a474c72aa0ba85e9beee30f1e
f6bdf4341a2caf7e8fcc57f69335593823179ab487dab9a1d4c8bda9cd5b01b9,62ea405b19a239b738ed6fcc760225402e71214acd7afae2000b5ba2da6d3e21,15365,00006915658775e366bf690bc315f4ff3d2d68c4ae555bad79c9fbbc7b5601ec
2081742e5872f028199655ce8330a392270d08d95c23bf4d135f9d100d89544a,3d9ceba6d3fbb058e7918f188c9e7dbbf674b8ba6370a4165d087af8e8fe8ff0,22012,0000f57ff1f549b6df6eb9513623b2852523faa98fb17ea5a3168d43b41fe49c
f1e658eabadc596e0c329ea3f97ebe93e56f3fcbda6656fd0c796f75ea74da16,766cee97eed577f90f8c05fdac15ed7363683911f2495aa853011a6b29539744,335764,0000aa7b655683088151fdd1f3c88aa3826c3533405ad766f4d3a7fb87474fe3
51b9fc65a40afb588bd89b98f8c97fac72e90408e885736fc09203144be0a72f,7df1c20aafd35a9f89393a0bf0e0dbf9d30df41aa33634f3e518b1bc9066efa3,100670,00008015e3bf96947340a79d82b4b7f7e054d184fe755548fec462fba0b51469
494ddf057f1f8e8c44a27396657850558228ab16a28d3a86555e34191478a561,2802f652c8df47e67a66c52cf84793cc8809cf5a3bf35133ba2afa44540094bd,49054,0000de65dc8087076cc82431033d1ca801060bf964bda963393beb13a94d81a8
78e59383b4efa70158f62449e3f7ec5ce2ef03198f7c5e7110c3d7b7afcfa84d,5fea4a57cacf04e74320e925c349a3059cd6335049ce872b63eecc60e2b15e1d,3906,0000cf98ed07dc3bc057bad7aa3c46403520d6c030ec081dad225159e064ad59
b1374a1a9c5a76b2ada6515b888f99a72800f8a942e3c0bec09c60a5f13bf9ad,51ca294e6ee2e8e8af376165db6506bd7ead22f21c4537c691fe44ed7ccf12b6,4510,00005b1d9963dfa7c52aeb0eb6d09e9ca39bda9ebf1efd853f7b366b986cd569
1837304de5b55a1cb8fc0e9790920f86ab9cb6a6d62b7c948ba3bf00a6102e5a,78cb5d50d372f1709f418317d69c097f5ac0649b181c7cc6033385a48c55615b,226054,00004440603e0e56151eed193d68a6750b15c38d08dbb15364510196e59aefb7
9f2c3fa2495d4ccfd4108296ca11d7c9bdd23689f9ff70536ca991778deb13bd,33d3b96c8f0bad0514db8ed8fa8ac91bf3fce4cdbb7813748d92ca8d46e1b4ff,128109,0000ef79f7c815aea3be6ad747173d844be011b040b16f9b1109b544e699e4d1
f05c3bf0642b9a6f3f6c7cbb126b58f77f478cd88511e0ccdcdb1ea7c7d03891,1cf87f4924f42f620f816d2779b0a0e1e412a7fe8ea0ac422247c5f2e683f007,79532,00000cc2d8fde1b67914c649f046b50d70815596cb1e6966b756c4783381dc25
7d2ffaf7cfa14969029033e5f085171eaece4dd673bc108708e110521e2163aa,b4868362e97b10ca3e839ba4109c8fd8931db4c73d15658e34050638ecdd9673,101251,0000fe19b9a71f533eb743ae59c5c26db0eacf217bb2d467d92101f5b0b402be
43aa2215325f64953a3300f177e84ddf1a59e43c119b27c9cf4e0545c42068a1,93c4c5fece37efccb90f49e9c45862ed761e793b84b01c0a945fc32495838493,71400,00005c6cfee04e0a8cb95fd641cb71995d5df25871863c3814980e044a209291
4614e7f73f37fdbe08c500501a12f04eba14823b1ea7922bc84721b52a416ecd,e6d1feb6671e33ba5e371d61a4c21f9dd59b99f1c02df29929a6e25857fd3d3e,68401,0000386c48313632443b256343c752e22c34898ac514d37db954167508dc2d54
9ef9785cf922122bf7a8e46eca008a2c83af9118e59e0e3b762e666d77f8d2b1,17bb8eaaad495911db53863daef365e844b0abf82eda483fb92ea4b3be23b280,33603,00000ce811b6b092ab36c3a7f8a0215a1f5b280df1f8aca0598745edf4b0739a
77a7122785705394394731ae6cfa10270ec92d4adb644dce9b94731084ef53ad,01f13f4cec6b9eb636a2a14511cd05468e96775d13aaeb4eacb3a04ebda38a0f,30622,00001f2e5ac1a5cd177177ab16a7fc9649282fa231fc2e729a5cc59da2bc35cc
237bdf7f8d2cd40b21be140550ae89fcba4487a2ee354148d2f61bca9afc30dd,b0b72c3d7e07a36b8c0e0c36f9372d08e146570eee4a2146549088015b4ac95d,118011,0000a3bf948d1fe3a376e7523ea81a59a47f30ae70333a5618f73d077da86e72
ba0856c33c0dae71f171a58193d69b2494b0a2d1309c78e0811413cd2b1aa1f7,d485c59fe0f9be6a6a35d79b3cc6b536315ff27baa72661505f7453ff950a784,4282,00005306988d608daa4fb2937512310929470e8264680710ee046321c4d6eddb
f0974a5b01a9c97882a268c36700e01425f2d273ea6424757574d538d2c634f6,60fd9bdd2c437765ce4543991965bac1a2f223a11d3ca67039cd42a5927182ef,33044,0000ce3104b74a3f910a2d06b084e0ad9b4ec15e2adeae1e3a063f37253d885f
6fc1a91c218abe0fd4bb5cda79bc56b99d8ae479bcbeaf42deb10f6888dbbf98,729479856c60b1f08e364d78fa2c31a4c2d3ba1aca490f55913cadae7d261f5e,36205,00006adb122267daaf3d307f20d701737290a349871bde3747948548ba7ca8aa
ba75c92ce8a1c970869fb3eb7881706b7dcad4a8345048f6ef577f8a97f78831,644a8e4de958831f918a75bc85a62140dc3720e2a92054515cd72273a6c78986,104912,00004b4ad77752b14f0ac6aed80a1a25a2fdab6ea11c5db86c41fb6d83684b93
9b7e028949a4350bd9058017305b364b3f44689dd5e14035dcad072daa9e5183,f7bc0b58e743ae80f31982b2594f0f56d076206701bfdccc68abc9d052d90bc9,44119,0000749582249436326a9eaee10685d9b75ba760719387480111b6fcb327d23a
d0f572458a9177d59713e02607863bbf98fe439d198a4fa3b8fb25d8a28c7ef7,0ef0b9ab3bc08e02d1b5c556d64c664416d01b86f5062159c5c117399d31ca9a,38097,00000851b101532aa7d620660a1258aa5c9f6d4a87bd5b3c4cf8c6c3512dd1fe
036f901d532955bc71139cc3019dfc787a4bd7e825e38dd67214c170ad2e6ead,77ca35a8a462b61c676ca7f437be27bb3f140e719c2637fcd59aa4ff25802a9d,14708,0000682e7be67fff6b72927b9f9dbfad6230ee0337f31ea46bb7838a45c27f1d
5b00432a467fb14afe7f9d149ffa99817cf0b42064a141c0fd6b5a4dba595b04,98a2c8dbc3c88ebb40880615378689211af55619a3c4f9cf6bac6e6ca556c884,21349,0000a2d4802f1f094e20592358b0b3bda307636856722419c9c18793a5709f51
fc9419be094a695f25b970f4852db9abed57983e06adf2ec979fe1e04326a950,5160d50832db6494993e0e440d4ba223cfc61e8c46077eea924458e300465a5c,200989,0000dada3de30597de523dec535bf9df13c59d73c0f37bd2f5a7caa0042333a4
bf4989b6f7bda4f0eef3a2e1fbe8f5f88a4f8642cc4d4925a5cf1e67e208eeb8,36908e2df88ca1e098158ea76e9f267df28c2c580144553e0be2d53269439c49,93938,000096efc4a20855186d0712ce43ac7122c3ac17b7d2d67869675e0abedc83ce
d50035faa0dcbd918b953c19240e23446a106c2ca3b24c3bd4f0ae5754bd98bc,9487fcb2a32df32fa530a72dd8fe020201a71c41373a8e436c94c76cd7bc5e81,65567,0000724793dba3dc0f500a97949a1602ac1873d8397649d0b67e549c858eb2e3
4872a2c46f0f14443a4340f1f069af3afca066a9a29c88025963e861ce2da9d1,4760e22becc0ddc6a4ed4ad6cdda5d7be0028d0fd155564f8b83a73011a5fd8e,209394,00005ee1cfec9d28384960163a7cb853a6e4402d40af72a6090d5363d7a12f46
809cbb6a00fed618185c58a6145b2761948e960c402916a43060ff813052c6cf,000963e91ddf6a6efdee278e44bdaa21f98c3282623b2bbf4be282b273689b88,40837,00008a9af36767f3ce5ad970e134f660cec09998c532c9d45d7c6ae900e7d029
e2ac3a04669bc6deb61835a25aa5ae99f0d756e67a274836ca970619f0d3054f,d447d9ae0ed4e415c84a110a4c658d272f4a92894b1a73cfb103930bce1a393e,69677,0000e7cd8309ff2302662e12ced2c2ba8419d905bec6fdfb551aae0cfe53dd2e
3c269ecb6c784e9c0fe44f51fceea0c9f61cb3d36d7930d8ccd729089b7e929a,bda8efcdbdccad70bb2441d6b759330c19826260317b9d77ebd2c5b526dcc846,1696,0000de1b04a87d4defecbec4fb86305be0a4ef0dddd05c42e48e04c0ffc494a1
ca54a011aad96874148c63876bba5566deb8327470515adc55d6e80821acc0b8,e94ff9d6eee8bc7f1d75593e25f95ab4c7bf1c8852ee59fbf84c7cf7c5847758,8982,000034ee5144728d07f302b5dd3167969d13cc8f3219b6cc17fa161cc1800603
afac4e56105c721d710849f20a074bafae098d8eededd2bc3e3a1276651e0acc,821d58624f7f264c30ef9f6aa0460472ff3706e2e9928e2c0264c0a4fd6f49e6,88751,00007b602e0e1fb386a69add693819f765d3e45175faed0773405ab10a1687c9
7a265da7db696991090c031cf173f8b85be91e5b3ca21cba90e5e0492a4d22cb,4b361f3c367bf7e3c828f3d6124b058071a06170eba7e3b3d543b6ea344db814,136525,00005cc5f0a5ad934658302d6127ea9d08de04b0cd6a950a9b77944cbe08fae9
7a2dd7b1997e134e97d19a795538448fe8e71cdc3c0359fd3949779f7d9b9d34,24232ceeb2e312f7ac0c95bdbbf5aa91ea8cd1987c272df59910b97f3bac3653,187730,0000fa05c282c37ddb63a43e79f568eab5a14a271ceee05661604f31ac448c8f
7647e3ddf857e04c7f072f509936d0032c8360fb5fdc801840cdb09641e0033c,231ece347bf5b41df47ff75c1ea804b9ed16b1f8d8aec0f8c6ac5a875871aea9,120221,00009d12a31c05b9177e5654575c7b27269289927396005ca4289ef05e7ee47c
c409007455e9fb162c2c89496da1c43819262634877a4b17ad4108b2d6233790,4b698a45138d0be2a66d1ec8bcbb7fb027aa79336bf53e61ae32b4d10da0968f,47986,0000dc21d02b883562fff7870e0e20e8f2e5f75938bafbceba2f6d23cf71f32d
c81f8190ca0700cd68189ac9c1de1d43de314137fb37bc72479ea570ee65bb5e,6eafefc20bdd140667d1bddb05e81ad713fcd90fabc2abc986178358d060fa4b,79890,0000b090ea7f2526aaab1de52def30100281b5bf192a040ec35a517ee1179d64
86e567af2d6df710852b0f7bd6f3fe7a6ce8f744a2e3eeba00ba3fdbfa8223a5,53107b3a002ffd77b0e3ace8e910157fd171a54432988cab79521d99561f247f,57713,000006baedddbb66bbf0534a0bfbab9ca434d1e2e98dcf9ff8faa69aa9eeb3f3
2672f046270346ea5e4bd5d2edc39809830b04042364576891a842a3748ae8f9,e0e574bb490decc9beef02b68e5943b7c95938743edf3390da0db35e892811d4,16808,000083bd4be0453338959c771706021015ab7c30506256b397f692b32e2844ca
41062fdf041dfccc7c40807cd86e790784e5d5b008896cd8739ed6e7db8712cc,d4b30d092715b78d77cc5280021be23a79206d76b0cc2e42ee5cb6f33c48e272,62295,0000017def4b7bfbd4b2703ed739a91c72691ea740113209116a536dfab50a37
aef9ea7fba567af0e48d845c6e5f7366d81ee4e2db0c14b31a77ed30084d96e5,ee7c4977a13b72fb7059125e896f4befc62d37fc54a4e681ec8eb03b5704bd2f,21839,00003b9b284ab6079ebbb57ed53d2edbf8d233e10daf619298a035d52ca5facd
a778b66525ca3d174495beee7429fa3750d254bd5eefdba735d886e232984c69,a72aa2dbab43fffa667d80aa5a6b8b15b1de11e8c823b6589166458a6d58dc31,141872,00008675ff704f7cb772994128a438a903db4265039c6395cbb7843e2c90b81b
b7bc90d8041ac89e159a426da1602fda589817f6f2ba80272a670e79fbc22af3,7cc33d050425dd9d2b5a9d2a3326822d1cd41a4b816d6db938dca99df0ab6b71,1555,000098b78bdb4b126b45ef83b810f28cf074248086c45bf83b9d0e872300a109
3d59cf6c7f345a0834240720eb16cf366f68ee7d2af6f8880d829dc3aec3da3a,8ec63d922367ce24ac3f5abf0cf80a138e7e0a371b031eb9e0cbfb51dda689d8,129548,0000cb736f40db504a1dd5fe263e92306588d36b8b18d65033813e885662be50
1e0aa06a8b8c98860cb5bff867de33161b2d8af4c3ad84d9ea26ccbcdee12c44,e87181e4d6c2fd24e4712177d81ad50873435d10c9a8a3deae84b327acf8eaee,100866,0000ceb1f716be2fea4b063bde79007ebd3c7e7795d34226cd0f669e37241430
043fa2a5d92c5328ea564602119c74121a3ef91264ae17adab1053ab3da32579,51fd3778bdefb5d7de37d0a056b0492f407960d2ad15eef590e5ab024a8f811b,22438,00000fd89128f675865220dd0586a58fb2c60925e0834816ca7b7a51be10d790
33aa096309d8313441dee6ec18ca73152608b87993f0f9772bd698ec2d8cb7c6,668342e11d3f431a3d28e3321f16d72091d794364ce742260e357d79554509e7,723,00001f4f2b4fa5d6d6f94d2b6ca9eee620833fcbe7aca97a91e97dc3d093f892
8c05e01c729fd6141d1c21cbf4ac2698e5435263cea8f981f6a2f5ab5c039909,52f8b7fbefcec0712990a4d43321b1e99a1f6c9358efce057236698911648458,57403,0000b6f87b06ea7723d8d263bda004e7aaa76d03505fc4a6c638375777671faa
2e32a894c1ea87f21435a3949e3f9322df18f8c2c722fb0dcd551b4f884532ff,339dc6a222600f396f5b20efa11412e2fb7816e9853b576ea8a8a81895bd1c5e,21280,000041f8e380e6947690d49ddb23075324ec317eb1afa460148e83d667c98d61
47288b3d112b82ea34d9c57a53d0f8eeb6d3463971084b88927699381d335cdb,2f4ad2f9590c5060b513d13bc32421abc5e3b555b8342dc39331d79effadf585,82340,00005206e52b12deaa3456a881b91cb88eefb2f4ffd2ebd8c5464d9284e955f1
8942636ef7870af509cd080e0d773a65366fb9d2fa5522a66acf7f7e9c11b2b2,7b9efd98c051cec5fb701dcada8020901753bdb094511049a87613a099d773ed,130393,00004d8cb9f8b08d131f43f98f96c60350160dbda869161aa4424e63fe917f12
e51719cc6665a560133fa6d322afe122673e69423c92e4cdaab023fde8383d0e,c8b53f053bbc88bb3883c2eae6425df04680a5393a46da393e55bcb2c42b188f,3542,0000a7b919c00fd8fa6c9ba0521cc29e856956e4e61cbb16e0f4551700b77bfe
352c9444ea0d458e5e7d8edfedd7ae50ae299db8a2b6fd60ce84b0dbda01d39a,76550c58a663bd7c3c911535c60a4d91d6820fab8c6489982c91fee03bd25f81,104317,0000dbe4d5fd40a17a100abc8feb05cd7ae9813ca657ac1d730806e8f5e536d9
57b22d159d645558779d68353b2ae9cbcff3f34efed11447e7e67b4a17b19b00,5d632e546ebfde7824a9fd86c4fcff6e887910c00d07e4b4ade203ab36516582,133305,000069604c491133ad40cb66f230c4ada6827d93a6fe90da8cf2bfc5fcf268cb
90e3bfc1cbc06b6ea46ed52be3503ca80ebaa7a5250a1333ab04ea546c3aaa95,54b73effa3ab0f6e1f6ad74627f816d31823858c5c6840eb064f02c1461a8109,80160,00009a1c34c702f63382b81ca55c17dbf725d3c8ffc44ac15b0eb21118a6bca0
04785585093914f712e76c82198ed11480ed49f8ee17258393984f6a612541d6,4f10ea818e8336fa621dfafdabbcbd1a44cf66126d90a7ab1b67fdac27dc4387,64654,0000877d0ebf234f8e44e981528b19345efad4b4133d6bf7903cbc38654446f3
9c5415da9947cc78dff96196cb5280c67efbbed78c3f60921418525d70dbe14d,c5b5ef2b4225c9238a9c4accdc76bba77830d7b5dfdb8e1bff3b93b3fd340b9e,186832,000035892878047cf81e252263eb7e338d29b998f7062378bf4a557be0450c90
0194cbd25cbc40648e58ddd139fdf82f3370e5fb31c5c7be9ea3036dbb3f2203,36638560b909cb5d6896b3f20e32feeaa1e1be41897c36d7bd73653716c28d15,24195,00009b872ab24c455daae8b7afe92cdaf91f3d2f39d8ecd22c8c353055641f1e
afdd20fc9ea9090e34b914fb2eaa63b4ba60e917a4df5af8e82023ec09571a4d,b4db95e3171b8064f42de2347d888b189041c43f8e7764b33033d231b87e3f5b,115614,000043d66b6e9e68fa504c27c1f1bff39363ae3dca8bfcb33d2e1b3559ea4469
5ac1d715492a8be4bcf7f42aed45ac29c954fbb70d74dc860907f698cf4802ae,539abb11f71629b755cefe0c82582296b8d7ac430ce5dd88c1f140dcff0abff0,42008,0000e154314936fd52c5420d09243bf7468ff05a893326679e71b59e22ba96af
075846c95a66995ea808ecc8deeffa4342575648980ddebf52537e1b54ac5467,da6969731a88f0eaebe9d8c9e3c3189ec033feeca970dcc6db939c54349ff417,11476,0000d1a25c13155953cd1ab0a90622ae5b8f5461890364113533aa0c0540ae05
09af5e54c8d3eb33bbc12841b90ec5ebaf4534f25ad93907de7a1d277991bb69,0a897924100012e35efb95121fc4e64f2e38b560f2a610919402885a68b6bd6d,355737,0000f09dde2ea9f5d183dfc4a607203f8ba9196adc76d72d3b4dc7f1db98c178
a1f2fd69e7633cb6fac19b99e898a9681d00feba2894a0d3f8525a0198492006,945ea626fca24d4ae1ef651d39a0b9987e83999b8202ee42aa984d217aaa6530,138606,00006c6c78396dc950460106b5ed451697b4cea8ffe7e99df49a2ff43f3a57bc
96a3013c922ac38cd8a3bb2246f6b9ac4b3d1c334c6d51882f26e7b88f6915d1,c4119f7f9801f073047f4dcdcbe77313a743465dd8af32637d3261bbcf7c8a9c,394689,0000e8671aebaab51fd8ad6daf58dcec0581c5a4a379278ef629f127c64889b2
40fbb26bc71517091ea18ff5a45d8f2a627e8565a32c480718729c2f70f6ecf7,a79c1663baa08cd5c472528e89d0a459c01b68f11a472f43a9965a8cc2bbec5f,62226,00008d8863d5056e5bd63861e3f6360afe406ba301815a54398855a67f6cdd3f
726c6bd6fd5945bbf136ed4d295527e5e64feb167cc9a139e2b085fe892feb2b,baa76b18fb4655e9f99ef9d3a4bd58ddf93c640951f8da33398f355945fa162a,53672,00009b4af465c1b551cb1dade3296b214bcb5d57428aada2c9b960f8b6d4381b
